participant,File_ID,pt_location,age_group,pt_location_age_group,expName,date,excerpt_label_final,excerpt_name_original,genre_code,familiarity_specific_level,song_batch,no_thought_rate,creation_time_Acc,familiarity_specific_rated,thought_or_not_response.keys,have_thought_input.text,have_thought_input.text_EDIT,Artists_composers_singers_etc_mentioned,song_piece_titles_mentioned,media_or_fictional_characters_or_titles_mentioned,PossibleExclusion,no_thought_input.text,rating_Q1_music_related.response,rating_Q2_spontaneous.response,rating_Q3_reality.response,general_rating_Q1_familiarity.response,general_rating_Q2_enjoy.response,textbox_attnCheck.text,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLangue,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpairments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,have_thoughts.started,have_thoughts.stopped,no_thought.started,no_thought.stopped,have_thoughts.RT,no_thought.RT,have_thought_word_count,no_thought_word_count,have_thought_input_text_EDIT_word_count,spelling_corrected,spelling_check_original_words,spelling_check_new_words,spelling_check_original_words_number,spelling_check_new_words_number,dimension_of_similarity_1,dimension_of_similarity_2,audio_name,original_order,online_order,have_thought_input.text_EDIT_PNAS,dimension_of_similarity_1_PNAS,dimension_of_similarity_2_PNAS
89214,MEI_UK61to75_2024-07-15_11h52.19.908_089214.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_11h52.19.908,80s_H_04,new-clip_80s_HIGH_Sometimes.mp3,80s pop,H,4,0.064516129,0.612903226,2.35483871,y,horses galloping across a sandy beach as the tide comes in,horses galloping across a sandy beach as the tide comes in,,,,,,5,5,2,3,3,,TRUE,65,Female,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,5,2,no   sorry,1164.0689,1203.1687,1217.3667,1217.3713,39.0998,NA,11,0,11,No,NA,NA,NA,NA,-19.117373,-57.979145,80s_H_04_new-clip_80s_HIGH_Sometimes.mp3,6537,11336,horses galloping across <i>a</i> sandy beach <i>as</i> <i>the</i> tide comes in,6.1942406,69.1739
261126,MEI_UK61to75_2024-07-15_11h53.48.361_261126.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_11h53.48.361,80s_H_06,new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,80s pop,H,6,0,0.741935484,4.612903226,y,Images of Annie Lennox and Dave Stewart as The Eurhythmics,Images of Annie Lennox and Dave Stewart as The Eurythmics,"annie lennox, dave stewart, the eurythmics ",,,,,5,5,1,5,3,,TRUE,62,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,2,"Although I consider myself an imaginative person, in some cases I could not imagine anything for some of the clips. Most of my answers related to previous experiences where I heard the same or similar music in some situation.",1348.0744,1396.9081,1423.4754,1423.4885,48.8337,NA,10,0,10,Yes,Eurhythmics,Eurythmics,1,1,-38.458336,30.233408,80s_H_06_new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,6544,11337,Images <i>of</i> Annie Lennox <i>and</i> Dave Stewart <i>as</i> The Eurythmics,13.820508,-29.286015
318763,MEI_UK61to75_2024-07-15_11h57.58.365_318763.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_11h57.58.365,80s_H_02,new-clip_80s_HIGH_Maneater.mp3,80s pop,H,2,0,0.628571429,3.771428571,y,"The 1980's, big hair and shoulder pads.","The 1980's, big hair and shoulder pads.",,,,,,5,2,1,4,2,,TRUE,65,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,NA,644.0017,700.5157,727.7317,727.7361,56.514,NA,8,0,8,No,NA,NA,NA,NA,-16.463808,-56.65324,80s_H_02_new-clip_80s_HIGH_Maneater.mp3,6547,11338,"The  <i>19 <i>80</i> </i> 's, big hair <i>and</i> shoulder pads.",33.850777,11.949171
763542,MEI_UK61to75_2024-07-15_12h01.16.706_763542.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h01.16.706,80s_L_12,new-clip_80s_MED_Une_autre_histoire.mp3,80s pop,L,12,0.15625,0.53125,1.625,y,dancing,dancing,,,,,,5,5,1,2,4,,TRUE,62,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,1,no,315.6502,347.4849,370.1164,370.1207,31.8347,NA,1,0,1,No,NA,NA,NA,NA,-62.755978,-17.238934,80s_L_12_new-clip_80s_MED_Une_autre_histoire.mp3,6553,11339,dancing,76.19458,-18.232555
275525,MEI_UK61to75_2024-07-15_12h07.05.865_275525.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h07.05.865,80s_L_12,new-clip_80s_MED_Une_autre_histoire.mp3,80s pop,L,12,0.15625,0.53125,1.625,y,The opening scenes of an 80s movie with overhead shots of New York city,The opening scenes of an 80s movie with overhead shots of New York city,,,,,,5,5,1,1,1,,TRUE,62,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,1,NA,770.6571,802.1045,812.6134,812.6148,31.4474,NA,14,0,14,No,NA,NA,NA,NA,-18.010506,34.84687,80s_L_12_new-clip_80s_MED_Une_autre_histoire.mp3,6568,11340,The opening <i>scenes</i> <i>of</i> <i>an</i> <i> <i>80</i> s</i> <i>movie</i> <i>with</i> overhead shots <i>of</i> New York city,10.553009,22.543877
899610,MEI_UK61to75_2024-07-15_12h12.19.254_899610.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h12.19.254,80s_H_01,new-clip_80s_HIGH_Take_on_Me.mp3,80s pop,H,1,0.052631579,0.631578947,4.368421053,y,A music video featuring pencil-drawn animation.,A music video featuring pencil-drawn animation.,,,,,NA,5,5,1,5,4,,TRUE,63,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,2,NA,1044.3779,1075.7319,1094.0779,1094.0826,31.354,NA,7,NA,7,No,NA,NA,NA,NA,-40.37202,39.912354,80s_H_01_new-clip_80s_HIGH_Take_on_Me.mp3,6586,11341,<i>A</i> <i>music</i> video featuring pencil-drawn animation.,-29.724535,-60.063145
251790,MEI_UK61to75_2024-07-15_12h16.00.074_251790.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h16.00.074,80s_L_12,new-clip_80s_MED_Une_autre_histoire.mp3,80s pop,L,12,0.15625,0.53125,1.625,y,"At first I imagined sound-engineering equipment and the radio studio I used to work in, then I started to imagine shapes like dulled fireworks with smooth outlines on a dark sky, but the imagery was overwhelmed by the thoughts about equipment.","At first I imagined sound-engineering equipment and the radio studio I used to work in, then I started to imagine shapes like dulled fireworks with smooth outlines on a dark sky, but the imagery was overwhelmed by the thoughts about equipment.",,,,,NA,4,4,3,1,2,banana,TRUE,64,Female,United Kingdom,United Kingdom,English,TRUE,French and German,FALSE,NA,7,3,"I forgot to mention whale imagery in one of those pieces, the one where I mentioned silver discs and a blue sky, but probably too late now.",751.2242,832.0677,839.0659,839.0691,80.8435,NA,42,NA,42,No,NA,NA,NA,NA,-8.846646,-18.499397,80s_L_12_new-clip_80s_MED_Une_autre_histoire.mp3,6591,11342,"At first <i>I</i> <i>imagined</i> sound-engineering equipment <i>and</i> <i>the</i> radio studio <i>I</i> used <i>to</i> work <i>in</i>, <i>then</i> <i>I</i> started <i>to</i> <i>imagine</i> shapes <i>like</i> dulled fireworks <i>with</i> smooth outlines <i>on</i> <i>a</i> dark sky, <i>but</i> <i>the</i> imagery <i>was</i> overwhelmed <i>by</i> <i>the</i> thoughts <i>about</i> equipment.",-12.732183,-2.4623048
165078,MEI_UK61to75_2024-07-15_12h19.09.136_165078.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h19.09.136,80s_L_08,new-clip_80s_LOW_是否.mp3,80s pop,L,8,0.057142857,0.142857143,1.542857143,y,Listening to this piece I was reminded of a time when I went to see my granddaughter in her first ballet performance on stage. It wasn't the same piece of music but it was very similar and evoked those memories.,Listening to this piece I was reminded of a time when I went to see my granddaughter in her first ballet performance on stage. It wasn't the same piece of music but it was very similar and evoked those memories.,,,,,NA,5,5,1,1,5,,TRUE,74,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,2,2,"Lovely pieces of music which brought new images and some memories to mind on hearing them. Thank you, it was most enjoyable to do.",451.9925,522.0754,531.0175,531.0215,70.0829,NA,40,NA,40,No,NA,NA,NA,NA,43.250214,-15.021177,80s_L_08_new-clip_80s_LOW_是否.mp3,6599,11343,Listening <i>to</i> <i>this</i> <i>piece</i> <i>I</i> <i>was</i> <i>reminded</i> <i>of</i> <i>a</i> time <i>when</i> <i>I</i> went <i>to</i> see <i>my</i> granddaughter <i>in</i> <i>her</i> first ballet performance <i>on</i> stage. <i>It</i> wasn't <i>the</i> <i>same</i> <i>piece</i> <i>of</i> <i>music</i> <i>but</i> <i>it</i> <i>was</i> <i>very</i> similar <i>and</i> evoked <i>those</i> memories.,21.897532,-41.370163
435327,MEI_UK61to75_2024-07-15_12h20.53.440_435327.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h20.53.440,80s_H_04,new-clip_80s_HIGH_Sometimes.mp3,80s pop,H,4,0.064516129,0.612903226,2.35483871,y,"Took me back to my student days, as I recognised the song","Took me back to my student days, as I recognised the song",,,,,,5,5,2,4,3,,FALSE,64,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,4,NA,506.1092,539.3777,552.2441,552.2468,33.2685,NA,12,0,12,No,NA,NA,NA,NA,46.707127,-21.774868,80s_H_04_new-clip_80s_HIGH_Sometimes.mp3,6609,11344,"Took <i>me</i> back <i>to</i> <i>my</i> student days, <i>as</i> <i>I</i> recognised <i>the</i> song",-22.734842,9.009825
552231,MEI_UK61to75_2024-07-15_12h22.42.301_552231.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h22.42.301,80s_H_04,new-clip_80s_HIGH_Sometimes.mp3,80s pop,H,4,0.064516129,0.612903226,2.35483871,y,Memories of my youth. Being carefree and happy. Listening to Alison Moyet.,Memories of my youth. Being carefree and happy. Listening to Alison Moyet.,alison moyet,,,,,5,4,1,5,5,,TRUE,61,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,4,None,403.004,435.5229,454.6539,454.656,32.5189,NA,12,0,12,No,NA,NA,NA,NA,30.724312,24.643673,80s_H_04_new-clip_80s_HIGH_Sometimes.mp3,6616,11345,Memories <i>of</i> <i>my</i> youth. Being carefree <i>and</i> happy. Listening <i>to</i> Alison Moyet.,10.0237055,-13.950202
350184,MEI_UK61to75_2024-07-15_12h23.35.235_350184.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h23.35.235,80s_L_11,new-clip_80s_MED_Your_Love_Drives_Me_Crazy.mp3,80s pop,L,11,0.0625,0.40625,1.25,y,This made me think about floating in the sky in a hot air balloon!,This made me think about floating in the sky in a hot air balloon!,,,,,,4,3,3,1,2,,TRUE,61,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,2,3,no,904.4608,935.7035,958.3302,958.3381,31.2427,NA,14,0,14,No,NA,NA,NA,NA,2.1507363,-25.937431,80s_L_11_new-clip_80s_MED_Your_Love_Drives_Me_Crazy.mp3,6623,11346,This <i>made</i> <i>me</i> <i>think</i> <i>about</i> floating <i>in</i> <i>the</i> sky <i>in</i> <i>a</i> hot air balloon!,1.5117726,61.803753
347903,MEI_UK61to75_2024-07-15_12h24.18.747_347903.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h24.18.747,80s_H_01,new-clip_80s_HIGH_Take_on_Me.mp3,80s pop,H,1,0.052631579,0.631578947,4.368421053,y,"80s disco music. Possibly Aha, take on me.","80s disco music. Possibly Aha, take on me.",aha ,take on me,,,NA,5,4,1,5,3,,TRUE,62,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,3,NA,266.2085,301.3783,320.8464,320.849,35.1698,NA,8,NA,8,No,NA,NA,NA,NA,30.492067,29.902704,80s_H_01_new-clip_80s_HIGH_Take_on_Me.mp3,6625,11347," <i>80</i> s disco music. Possibly Aha, take <i>on</i> me.",35.129406,-17.2003
339271,MEI_UK61to75_2024-07-15_12h25.56.549_339271.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h25.56.549,80s_H_01,new-clip_80s_HIGH_Take_on_Me.mp3,80s pop,H,1,0.052631579,0.631578947,4.368421053,y,I imagined the very famous comic strip video that goes with this piece of music by Aha,I imagined the very famous comic strip video that goes with this piece of music by Aha,aha ,,,,,5,5,1,5,5,,TRUE,62,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,2,2,NA,841.7795,874.3857,889.3805,889.3841,32.6062,NA,17,0,17,No,NA,NA,NA,NA,1.2153509,33.977577,80s_H_01_new-clip_80s_HIGH_Take_on_Me.mp3,6639,11348,<i>I</i> <i>imagined</i> <i>the</i> <i>very</i> famous comic strip video <i>that</i> goes <i>with</i> <i>this</i> <i>piece</i> <i>of</i> <i>music</i> <i>by</i> Aha,-11.455155,-36.05911
421759,MEI_UK61to75_2024-07-15_12h34.12.661_421759.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h34.12.661,80s_H_06,new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,80s pop,H,6,0,0.741935484,4.612903226,y,"Going to see the Tourists at De Montfort Hall , Annie's band before the Eurythmics ","Going to see the Tourists at De Montfort Hall , Annie's band before the Eurythmics ","annie lennox, the eurythmics",,,,,5,3,1,5,5,,TRUE,63,Male,United Kingdom,United Kingdom,english,TRUE,none,FALSE,NA,5,1,NA,1165.4,1239.1446,1257.8962,1257.8975,73.7446,NA,14,0,14,No,NA,NA,NA,NA,-22.849928,-13.665851,80s_H_06_new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,6649,11349,"Going <i>to</i> see <i>the</i> Tourists <i>at</i> De Montfort Hall , Annie's <i>band</i> <i>before</i> <i>the</i> Eurythmics ",8.412461,19.132544
930427,MEI_UK61to75_2024-07-15_12h38.30.928_930427.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h38.30.928,80s_L_07,new-clip_80s_LOW_Breaking_Away.mp3,80s pop,L,7,0.176470588,0.352941176,1.558823529,y,"A lone person walking through deserted streets in a town/city, absorbed in their own (nostalgic/sad) thoughts","A lone person walking through deserted streets in a town/city, absorbed in their own (nostalgic/sad) thoughts",,,,,,4,3,3,1,4,,TRUE,67,Female,United Kingdom,United Kingdom,English,TRUE,Spanish,TRUE,Age related high frequency loss. No aids-just turn the volume up!,5,3,"Interesting study, thank you",375.8064,444.5489,463.9979,464.0013,68.7425,NA,18,0,18,No,NA,NA,NA,NA,-18.214373,-40.900772,80s_L_07_new-clip_80s_LOW_Breaking_Away.mp3,6651,11350,"<i>A</i> lone person walking <i>through</i> deserted streets <i>in</i> <i>a</i> town/city, absorbed <i>in</i> <i>their</i> <i>own</i> (nostalgic/sad) thoughts",15.358961,30.490162
241967,MEI_UK61to75_2024-07-15_12h44.16.064_241967.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_12h44.16.064,80s_L_10,new-clip_80s_MED_In_Your_Room.mp3,80s pop,L,10,0.125,0.59375,1.4375,y,Had a tacky feel I found myself thinking of old glossy/trashy soap operas like Dallas,Had a tacky feel I found myself thinking of old glossy/trashy soap operas like Dallas,,,dallas,,,5,5,1,1,1,banana,TRUE,63,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,3,NA,887.406,928.553,937.034,937.038,41.147,NA,16,0,16,No,NA,NA,NA,NA,-6.369643,55.503452,80s_L_10_new-clip_80s_MED_In_Your_Room.mp3,6662,11351,Had <i>a</i> tacky feel <i>I</i> found <i>myself</i> <i>thinking</i> <i>of</i> old glossy/trashy soap operas <i>like</i> Dallas,-1.0399157,-32.27216
903371,MEI_UK61to75_2024-07-15_13h05.18.034_903371.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h05.18.034,80s_H_04,new-clip_80s_HIGH_Sometimes.mp3,80s pop,H,4,0.064516129,0.612903226,2.35483871,y,"reminds me of eighties ""Ne w Romantics"" (Duran Duran etc.)","reminds me of eighties ""New Romantics"" (Duran Duran etc.)",duran duran,,,,,4,4,3,3,4,,TRUE,68,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,1,None,407.5032,450.1317,471.841,471.85,42.6285,NA,10,0,9,Yes,"""Ne w","""New",2,1,24.319508,49.08863,80s_H_04_new-clip_80s_HIGH_Sometimes.mp3,6668,11352,"reminds <i>me</i> <i>of</i> <i>eighties</i> ""New Romantics"" (Duran Duran etc.)",9.382146,-29.562508
4884,MEI_UK61to75_2024-07-15_13h06.05.096_004884.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h06.05.096,80s_L_09,new-clip_80s_LOW_Eve_lève-toi.mp3,80s pop,L,9,0.147058824,0.470588235,1.529411765,y,"Nineteen eighties German techno band on Top of the Pops, bore4d teenagers standing around looking confused","Nineteen eighties German techno band on Top of the Pops, bored teenagers standing around looking confused",,,top of the pos,,,5,4,2,1,2,,TRUE,67,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,4,"Had to do it twice because I clicked 'Escape' to get rid of the 'print screen' button which had appeared for some reason. This kicked me out and made me start the whole thing again - you could have warned me! Also a bit annoying that I could only correct typing mistakes by deleting the whole lot, rather than clicking on the mistake",816.0564,854.4504,864.7835,864.787,38.394,NA,16,0,16,Yes,bore4d,bored,1,1,-49.08445,-0.7798791,80s_L_09_new-clip_80s_LOW_Eve_lève-toi.mp3,6681,11353,"Nineteen <i>eighties</i> German techno <i>band</i> <i>on</i> Top <i>of</i> <i>the</i> Pops, bored teenagers standing <i>around</i> looking confused",-4.661147,-19.171965
317779,MEI_UK61to75_2024-07-15_13h07.29.888_317779.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h07.29.888,80s_H_06,new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,80s pop,H,6,0,0.741935484,4.612903226,y,I was immediately drawn to the thought of the video that accompanies this song.,I was immediately drawn to the thought of the video that accompanies this song.,,,,,,5,5,1,5,4,,TRUE,63,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,4,NA,1034.7767,1065.7591,1079.6409,1079.6425,30.9824,NA,14,0,14,No,NA,NA,NA,NA,15.322527,-11.584491,80s_H_06_new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,6687,11354,<i>I</i> <i>was</i> immediately drawn <i>to</i> <i>the</i> <i>thought</i> <i>of</i> <i>the</i> video <i>that</i> accompanies <i>this</i> song.,-16.624846,-62.85768
38731,MEI_UK61to75_2024-07-15_13h12.41.252_038731.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h12.41.252,80s_L_10,new-clip_80s_MED_In_Your_Room.mp3,80s pop,L,10,0.125,0.59375,1.4375,y,It sounds like the end credits of a film. ,It sounds like the end credits of a film. ,,,,,NA,3,3,2,2,2,,TRUE,62,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,2,2,This was an interesting and enjoyable study,1162.0347,1248.9544,1263.8818,1263.8851,86.9197,NA,9,NA,9,No,NA,NA,NA,NA,0.7082371,39.795666,80s_L_10_new-clip_80s_MED_In_Your_Room.mp3,6695,11355,<i>It</i> <i>sounds</i> <i>like</i> <i>the</i> end credits <i>of</i> <i>a</i> film. ,-70.23203,-21.733704
12874,MEI_UK61to75_2024-07-15_13h26.17.723_012874.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h26.17.723,80s_L_11,new-clip_80s_MED_Your_Love_Drives_Me_Crazy.mp3,80s pop,L,11,0.0625,0.40625,1.25,y,probably compromising with an old girlfriend on what type of music to listen to on a night that we stayed in,probably compromising with an old girlfriend on what type of music to listen to on a night that we stayed in,,,,,,5,5,3,1,2,,TRUE,65,Male,United Kingdom,United Kingdom,English,FALSE,NA,TRUE,"left ear moderate to severe loss, right ear slight loss.. just started wearing hearing aids",2,2,"none, i thought it was interesting though.",1181.2619,1287.9297,1311.2829,1311.2852,106.6678,NA,21,0,21,No,NA,NA,NA,NA,35.509914,-38.24781,80s_L_11_new-clip_80s_MED_Your_Love_Drives_Me_Crazy.mp3,6703,11356,probably compromising <i>with</i> <i>an</i> old girlfriend <i>on</i> <i>what</i> type <i>of</i> <i>music</i> <i>to</i> listen <i>to</i> <i>on</i> <i>a</i> night <i>that</i> <i>we</i> stayed in,5.211801,-4.5498347
137419,MEI_UK61to75_2024-07-15_13h32.02.724_137419.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h32.02.724,80s_H_03,new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,80s pop,H,3,0.033333333,0.733333333,3.733333333,y,music looking at crashing waves in the sea maybe for a film ,music looking at crashing waves in the sea maybe for a film,,,,,NA,4,2,2,4,4,,TRUE,66,Female,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,5,2,no,762.792,803.953,823.608,823.617,41.161,NA,12,NA,12,Yes,NA,NA,NA,NA,-19.61407,-25.707096,80s_H_03_new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,6711,11357,music looking <i>at</i> crashing waves <i>in</i> <i>the</i> sea maybe <i>for</i> <i>a</i> film,-4.3204403,71.75853
549393,MEI_UK61to75_2024-07-15_13h39.18.815_549393.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h39.18.815,80s_H_02,new-clip_80s_HIGH_Maneater.mp3,80s pop,H,2,0,0.628571429,3.771428571,y,"lol it reminded me of my young adulthood, bought back all sorts of memories of after id left home before i was married","lol it reminded me of my young adulthood, bought back all sorts of memories of after id left home before i was married",,,,,NA,5,5,1,5,4,,TRUE,65,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,1,"good fun, i would like to have known what the music was.",584.4196,628.6262,648.14,648.1447,44.2066,NA,23,NA,23,No,NA,NA,NA,NA,58.370525,-14.351731,80s_H_02_new-clip_80s_HIGH_Maneater.mp3,6718,11358,"lol <i>it</i> <i>reminded</i> <i>me</i> <i>of</i> <i>my</i> young adulthood, bought back <i>all</i> sorts <i>of</i> <i>memories</i> <i>of</i> <i>after</i> id left home <i>before</i> <i>i</i> <i>was</i> married",1.6868594,-14.492973
725213,MEI_UK61to75_2024-07-15_13h42.33.446_725213.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_13h42.33.446,80s_H_03,new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,80s pop,H,3,0.033333333,0.733333333,3.733333333,y,Bonnie Tyler and my youth - this is an iconic tune ,Bonnie Tyler and my youth - this is an iconic tune ,bonnie tyler ,,,,,5,1,1,5,5,,TRUE,63,Male,United Kingdom,United Kingdom,English,TRUE,Fremch,FALSE,NA,7,1,NA,738.6058,770.6903,781.5265,781.5308,32.0845,NA,10,0,10,No,NA,NA,NA,NA,29.939732,33.051437,80s_H_03_new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,6733,11359,Bonnie Tyler <i>and</i> <i>my</i> youth - <i>this</i> <i>is</i> <i>an</i> iconic tune ,7.673489,-29.321959
724610,MEI_UK61to75_2024-07-15_14h10.35.852_724610.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_14h10.35.852,80s_H_03,new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,80s pop,H,3,0.033333333,0.733333333,3.733333333,y,reminded me of my younger years listening to music and going dancing,reminded me of my younger years listening to music and going dancing,,,,,,5,5,1,5,5,,TRUE,62,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,NA,914.7327,954.9657,969.9971,969.9986,40.233,NA,12,0,12,No,NA,NA,NA,NA,38.156605,53.465622,80s_H_03_new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,6750,11360,reminded <i>me</i> <i>of</i> <i>my</i> younger years listening <i>to</i> <i>music</i> <i>and</i> going dancing,48.24364,-20.431568
183354,MEI_UK61to75_2024-07-15_14h21.08.546_183354.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_14h21.08.546,80s_H_03,new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,80s pop,H,3,0.033333333,0.733333333,3.733333333,y,knew the music. album used to play in the car all the time with wind in my hair and the window down,knew the music. album used to play in the car all the time with wind in my hair and the window down,,,,,,5,1,1,5,5,,TRUE,64,Male,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,5,3,great study into music,869.6094,918.5086,939.0121,939.013,48.8992,NA,22,0,22,No,NA,NA,NA,NA,12.380281,-51.57315,80s_H_03_new-clip_80s_HIGH_Total_Eclipse_of_the_Heart.mp3,6755,11361,knew <i>the</i> music. album used <i>to</i> play <i>in</i> <i>the</i> car <i>all</i> <i>the</i> time <i>with</i> wind <i>in</i> <i>my</i> hair <i>and</i> <i>the</i> window down,-1.8356005,20.50111
329136,MEI_UK61to75_2024-07-15_14h38.53.256_329136.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_14h38.53.256,80s_L_09,new-clip_80s_LOW_Eve_lève-toi.mp3,80s pop,L,9,0.147058824,0.470588235,1.529411765,y,at first it made me feel llike i was sitting on the beach listening to crashig waves,at first it made me feel like i was sitting on the beach listening to crashing waves,,,,,,4,4,4,3,4,,TRUE,67,Female,United Kingdom,United Kingdom,English,TRUE,Spanish,FALSE,NA,5,1,i always enjiy listening studies,209.4949,240.9875,264.1435,264.1482,31.4926,NA,17,0,17,Yes,llike crashig,like crashing,2,2,37.288906,-21.528276,80s_L_09_new-clip_80s_LOW_Eve_lève-toi.mp3,6765,11362,at first <i>it</i> <i>made</i> <i>me</i> feel <i>like</i> <i>i</i> <i>was</i> sitting <i>on</i> <i>the</i> beach listening <i>to</i> crashing waves,-16.814932,54.863705
576224,MEI_UK61to75_2024-07-15_14h58.14.447_576224.csv,UK,Age61to75,UK_Age61to75,MEI_UK61to75,2024-07-15_14h58.14.447,80s_H_01,new-clip_80s_HIGH_Take_on_Me.mp3,80s pop,H,1,0.052631579,0.631578947,4.368421053,y,I immediately though of when I was in my 20's and 30s and the pop music I was into especially the hits like the one that was playing. ,I immediately thought of when I was in my 20's and 30s and the pop music I was into especially the hits like the one that was playing. ,,,,,,5,4,2,5,4,,TRUE,68,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,An interesting study which was thought provoking. On reflection I would have liked another 10 to 15 seconds or so of each piece of music to get a stronger feel to it but nonetheless it was great to take part. Good luck with your research analysis - thank you  ,276.6198,377.0516,415.065,415.0668,100.4318,NA,29,0,29,Yes,though,thought,1,1,19.130335,-13.230563,80s_H_01_new-clip_80s_HIGH_Take_on_Me.mp3,6781,11363,<i>I</i> immediately <i>thought</i> <i>of</i> <i>when</i> <i>I</i> <i>was</i> <i>in</i> <i>my</i> 20's <i>and</i> 30s <i>and</i> <i>the</i> <i>pop</i> <i>music</i> <i>I</i> <i>was</i> <i>into</i> especially <i>the</i> hits <i>like</i> <i>the</i> one <i>that</i> <i>was</i> playing. ,-36.4907,-31.472626
